destination_id,destination_name,source_file,source,source_url,source_year,source_type,authority_tier,official_status,fields_supported,extraction_method,provenance_notes
BV-ASI-0030,"Buddhist Monuments, Sanchi",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0031,"Buddhist Remains on hill top at Guntupalli, W.G.District",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0031,"Buddhist Remains on hill top at Guntupalli, W.G.District",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0031,"Buddhist Remains on hill top at Guntupalli, W.G.District",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0032,Caves 1 t0 20 Udaygiri Vidisha,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0032,Caves 1 t0 20 Udaygiri Vidisha,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0032,Caves 1 t0 20 Udaygiri Vidisha,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0033,"Caves, Temples and inscriptions Karla",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0033,"Caves, Temples and inscriptions Karla",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0033,"Caves, Temples and inscriptions Karla",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0034,"Cave, Temple and Inscriptions, Junaar, Lenyadri",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0034,"Cave, Temple and Inscriptions, Junaar, Lenyadri",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0034,"Cave, Temple and Inscriptions, Junaar, Lenyadri",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0035,"Cave Temple & Inscriptions, Bhaja",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0035,"Cave Temple & Inscriptions, Bhaja",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0035,"Cave Temple & Inscriptions, Bhaja",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0036,"Champaner Monuments, Pavagadh",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0036,"Champaner Monuments, Pavagadh",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0036,"Champaner Monuments, Pavagadh",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0037,Chandragiri Monument,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0037,Chandragiri Monument,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0037,Chandragiri Monument,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0038,Charminar,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 92,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0038,Charminar,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0038,Charminar,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0039,Chittaurgarh Fort,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0039,Chittaurgarh Fort,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0039,Chittaurgarh Fort,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0040,Cooch Bihar Palace,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0040,Cooch Bihar Palace,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0040,Cooch Bihar Palace,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0041,Dariya Daulath Bagh,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0041,Dariya Daulath Bagh,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0041,Dariya Daulath Bagh,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0042,Daulatabad Fort,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 58,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0042,Daulatabad Fort,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0042,Daulatabad Fort,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0043,Deeg Bhawan,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 86,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0043,Deeg Bhawan,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0043,Deeg Bhawan,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0044,Durga temple complex Aihole,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0044,Durga temple complex Aihole,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0044,Durga temple complex Aihole,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0045,Elephanta Caves,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 62,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0045,Elephanta Caves,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0045,Elephanta Caves,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0046,Ellora Caves,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 59,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0046,Ellora Caves,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0046,Ellora Caves,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0047,Excavated Remains at Nalanda,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0047,Excavated Remains at Nalanda,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0047,Excavated Remains at Nalanda,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0048,Excavated Remains at sarnath,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0048,Excavated Remains at sarnath,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0048,Excavated Remains at sarnath,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0049,Fatehpur Sikri,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 110,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0049,Fatehpur Sikri,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0049,Fatehpur Sikri,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0050,"Fort Museum, Thirumayam",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0050,"Fort Museum, Thirumayam",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0050,"Fort Museum, Thirumayam",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0051,"Fort on Rock, Dindigual",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0051,"Fort on Rock, Dindigual",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0051,"Fort on Rock, Dindigual",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0052,"Fort, Palakkad, Palakkad",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0052,"Fort, Palakkad, Palakkad",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0052,"Fort, Palakkad, Palakkad",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0053,Fortress and Temple Chitrudurga Fort,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0053,Fortress and Temple Chitrudurga Fort,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0053,Fortress and Temple Chitrudurga Fort,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0054,"Fort St. Angelo, Kannur",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 47,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0054,"Fort St. Angelo, Kannur",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0054,"Fort St. Angelo, Kannur",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0055,Fort Vattakottai,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0055,Fort Vattakottai,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0055,Fort Vattakottai,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0056,Gawilgarh Fort,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 64,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0056,Gawilgarh Fort,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0056,Gawilgarh Fort,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0057,"Gingee Fort , Gingee",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0057,"Gingee Fort , Gingee",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0057,"Gingee Fort , Gingee",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0058,Golconda,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0058,Golconda,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0058,Golconda,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0059,"Gol Gumbaz, Vijayapura",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 43,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0059,"Gol Gumbaz, Vijayapura",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0059,"Gol Gumbaz, Vijayapura",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0060,"Group of four MaidansCharaideo, Sibasagar",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0060,"Group of four MaidansCharaideo, Sibasagar",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0060,"Group of four MaidansCharaideo, Sibasagar",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
